product_id,warehouse_location,current_inventory_counts
SKU-1854,Distributor Depot Beta,35.5
SKU-1855,Manufacturer Warehouse Alpha,100.5
SKU-1855,Distributor Depot Beta,102.7
SKU-1856,Manufacturer Warehouse Alpha,129.7
SKU-1856,Distributor Depot Beta,10.2
SKU-1857,Manufacturer Warehouse Alpha,169.3
SKU-1857,Distributor Depot Beta,70.5
SKU-1858,Manufacturer Warehouse Alpha,125.7
SKU-1858,Distributor Depot Beta,15.8
SKU-1859,Manufacturer Warehouse Alpha,131.0
SKU-1859,Distributor Depot Beta,96.6
SKU-1860,Manufacturer Warehouse Alpha,87.7
SKU-1860,Distributor Depot Beta,52.8
SKU-1861,Manufacturer Warehouse Alpha,164.5
SKU-1861,Distributor Depot Beta,115.2
SKU-1862,Manufacturer Warehouse Alpha,144.2
SKU-1862,Distributor Depot Beta,72.4
SKU-1863,Manufacturer Warehouse Alpha,136.5
SKU-1863,Distributor Depot Beta,106.4
SKU-1864,Manufacturer Warehouse Alpha,173.6
SKU-1864,Distributor Depot Beta,11.7
SKU-1865,Manufacturer Warehouse Alpha,145.7
SKU-1865,Distributor Depot Beta,71.9
SKU-1866,Manufacturer Warehouse Alpha,186.0
SKU-1866,Distributor Depot Beta,65.9
SKU-1867,Manufacturer Warehouse Alpha,59.0
SKU-1867,Distributor Depot Beta,94.6
SKU-1868,Manufacturer Warehouse Alpha,72.2
SKU-1868,Distributor Depot Beta,109.9
SKU-1869,Manufacturer Warehouse Alpha,164.8
SKU-1869,Distributor Depot Beta,15.3
SKU-1870,Manufacturer Warehouse Alpha,179.0
SKU-1870,Distributor Depot Beta,105.4
SKU-1871,Manufacturer Warehouse Alpha,176.9
SKU-1871,Distributor Depot Beta,25.6
SKU-1872,Manufacturer Warehouse Alpha,146.9
SKU-1872,Distributor Depot Beta,22.2
SKU-1873,Manufacturer Warehouse Alpha,85.4
SKU-1873,Distributor Depot Beta,84.5
SKU-1874,Manufacturer Warehouse Alpha,78.8
SKU-1874,Distributor Depot Beta,111.9
SKU-1875,Manufacturer Warehouse Alpha,96.6
SKU-1875,Distributor Depot Beta,19.0
SKU-1876,Manufacturer Warehouse Alpha,115.4
SKU-1876,Distributor Depot Beta,74.5
SKU-1877,Manufacturer Warehouse Alpha,80.3
SKU-1877,Distributor Depot Beta,8.4
SKU-1878,Manufacturer Warehouse Alpha,88.8
SKU-1878,Distributor Depot Beta,21.5
SKU-1879,Manufacturer Warehouse Alpha,76.4
SKU-1879,Distributor Depot Beta,118.6
SKU-1880,Manufacturer Warehouse Alpha,122.9
SKU-1880,Distributor Depot Beta,82.2
SKU-1881,Manufacturer Warehouse Alpha,184.5
SKU-1881,Distributor Depot Beta,20.0
SKU-1882,Manufacturer Warehouse Alpha,180.1
SKU-1882,Distributor Depot Beta,27.4
SKU-1883,Manufacturer Warehouse Alpha,150.8
SKU-1883,Distributor Depot Beta,95.9
SKU-1884,Manufacturer Warehouse Alpha,176.0
SKU-1884,Distributor Depot Beta,89.4
SKU-1885,Manufacturer Warehouse Alpha,135.6
SKU-1885,Distributor Depot Beta,75.8
SKU-1886,Manufacturer Warehouse Alpha,128.3
SKU-1886,Distributor Depot Beta,76.6
SKU-1887,Manufacturer Warehouse Alpha,189.7
SKU-1887,Distributor Depot Beta,17.4
SKU-1888,Manufacturer Warehouse Alpha,63.5
SKU-1888,Distributor Depot Beta,36.9
SKU-1889,Manufacturer Warehouse Alpha,171.0
SKU-1889,Distributor Depot Beta,25.8
SKU-1890,Manufacturer Warehouse Alpha,160.6
SKU-1890,Distributor Depot Beta,66.7
SKU-1891,Manufacturer Warehouse Alpha,190.3
SKU-1891,Distributor Depot Beta,85.8
SKU-1892,Manufacturer Warehouse Alpha,76.3
SKU-1892,Distributor Depot Beta,16.0
SKU-1893,Manufacturer Warehouse Alpha,88.1
SKU-1893,Distributor Depot Beta,33.7
SKU-1894,Manufacturer Warehouse Alpha,130.0
SKU-1894,Distributor Depot Beta,76.5
SKU-1895,Manufacturer Warehouse Alpha,97.5
SKU-1895,Distributor Depot Beta,16.9
SKU-1896,Manufacturer Warehouse Alpha,87.0
SKU-1896,Distributor Depot Beta,27.0
SKU-1897,Manufacturer Warehouse Alpha,190.5
SKU-1897,Distributor Depot Beta,16.9
SKU-1898,Manufacturer Warehouse Alpha,105.2
SKU-1898,Distributor Depot Beta,5.5
SKU-1899,Manufacturer Warehouse Alpha,195.0
SKU-1899,Distributor Depot Beta,32.7
SKU-1900,Manufacturer Warehouse Alpha,160.9
SKU-1900,Distributor Depot Beta,107.6
SKU-1901,Manufacturer Warehouse Alpha,168.3
SKU-1901,Distributor Depot Beta,90.1
SKU-1902,Manufacturer Warehouse Alpha,107.7
SKU-1902,Distributor Depot Beta,77.0
SKU-1903,Manufacturer Warehouse Alpha,104.4
SKU-1903,Distributor Depot Beta,36.9
SKU-1904,Manufacturer Warehouse Alpha,180.0
SKU-1904,Distributor Depot Beta,14.7
SKU-1905,Manufacturer Warehouse Alpha,186.5
SKU-1905,Distributor Depot Beta,28.2
SKU-1906,Manufacturer Warehouse Alpha,187.7
SKU-1906,Distributor Depot Beta,7.3
SKU-1907,Manufacturer Warehouse Alpha,173.4
SKU-1907,Distributor Depot Beta,91.9
SKU-1908,Manufacturer Warehouse Alpha,178.9
SKU-1908,Distributor Depot Beta,116.6
SKU-1909,Manufacturer Warehouse Alpha,144.7
SKU-1909,Distributor Depot Beta,50.5
SKU-1910,Manufacturer Warehouse Alpha,55.1
SKU-1910,Distributor Depot Beta,112.9
SKU-1911,Manufacturer Warehouse Alpha,191.1
SKU-1911,Distributor Depot Beta,23.4
SKU-1912,Manufacturer Warehouse Alpha,189.0
SKU-1912,Distributor Depot Beta,22.9
SKU-1913,Manufacturer Warehouse Alpha,181.5
SKU-1913,Distributor Depot Beta,113.0
SKU-1914,Manufacturer Warehouse Alpha,154.8
SKU-1914,Distributor Depot Beta,34.2
SKU-1915,Manufacturer Warehouse Alpha,113.1
SKU-1915,Distributor Depot Beta,70.0
SKU-1916,Manufacturer Warehouse Alpha,160.7
SKU-1916,Distributor Depot Beta,22.4
SKU-1917,Manufacturer Warehouse Alpha,164.3
SKU-1917,Distributor Depot Beta,61.8
SKU-1918,Manufacturer Warehouse Alpha,144.5
SKU-1918,Distributor Depot Beta,37.5
SKU-1919,Manufacturer Warehouse Alpha,110.1
SKU-1919,Distributor Depot Beta,45.7
SKU-1920,Manufacturer Warehouse Alpha,136.4
SKU-1920,Distributor Depot Beta,86.3
SKU-1921,Manufacturer Warehouse Alpha,127.5
SKU-1921,Distributor Depot Beta,67.6
SKU-1922,Manufacturer Warehouse Alpha,177.0
SKU-1922,Distributor Depot Beta,50.7
SKU-1923,Manufacturer Warehouse Alpha,190.9
SKU-1923,Distributor Depot Beta,17.0
SKU-1924,Manufacturer Warehouse Alpha,160.3
SKU-1924,Distributor Depot Beta,9.3
SKU-1925,Manufacturer Warehouse Alpha,139.0
SKU-1925,Distributor Depot Beta,25.0
SKU-1926,Manufacturer Warehouse Alpha,79.8
SKU-1926,Distributor Depot Beta,14.2
SKU-1927,Manufacturer Warehouse Alpha,109.0
SKU-1927,Distributor Depot Beta,28.6
SKU-1928,Manufacturer Warehouse Alpha,182.7
SKU-1928,Distributor Depot Beta,80.8
SKU-1929,Manufacturer Warehouse Alpha,53.4
SKU-1929,Distributor Depot Beta,62.1
SKU-1930,Manufacturer Warehouse Alpha,144.0
SKU-1930,Distributor Depot Beta,119.0
SKU-1931,Manufacturer Warehouse Alpha,79.7
SKU-1931,Distributor Depot Beta,71.9
SKU-1932,Manufacturer Warehouse Alpha,57.5
SKU-1932,Distributor Depot Beta,51.6
SKU-1933,Manufacturer Warehouse Alpha,89.0
SKU-1933,Distributor Depot Beta,118.3
SKU-1934,Manufacturer Warehouse Alpha,75.5
SKU-1934,Distributor Depot Beta,36.6
SKU-1935,Manufacturer Warehouse Alpha,157.8
SKU-1935,Distributor Depot Beta,24.3
SKU-1936,Manufacturer Warehouse Alpha,189.2
SKU-1936,Distributor Depot Beta,54.7
SKU-1937,Manufacturer Warehouse Alpha,83.7
SKU-1937,Distributor Depot Beta,87.6
SKU-1938,Manufacturer Warehouse Alpha,179.3
SKU-1938,Distributor Depot Beta,12.2
SKU-1939,Manufacturer Warehouse Alpha,124.1
SKU-1939,Distributor Depot Beta,97.3
SKU-1940,Manufacturer Warehouse Alpha,81.0
SKU-1940,Distributor Depot Beta,119.8
SKU-1941,Manufacturer Warehouse Alpha,92.4
SKU-1941,Distributor Depot Beta,40.1
SKU-1942,Manufacturer Warehouse Alpha,77.1
SKU-1942,Distributor Depot Beta,81.2
SKU-1943,Manufacturer Warehouse Alpha,196.4
SKU-1943,Distributor Depot Beta,104.7
SKU-1944,Manufacturer Warehouse Alpha,186.1
SKU-1944,Distributor Depot Beta,19.6
SKU-1945,Manufacturer Warehouse Alpha,147.1
SKU-1945,Distributor Depot Beta,80.4
SKU-1946,Manufacturer Warehouse Alpha,70.0
SKU-1946,Distributor Depot Beta,29.4
SKU-1947,Manufacturer Warehouse Alpha,109.6
SKU-1947,Distributor Depot Beta,108.5
SKU-1948,Manufacturer Warehouse Alpha,156.3
SKU-1948,Distributor Depot Beta,59.7
SKU-1949,Manufacturer Warehouse Alpha,61.0
SKU-1949,Distributor Depot Beta,33.8
SKU-1950,Manufacturer Warehouse Alpha,99.9
SKU-1950,Distributor Depot Beta,98.8
SKU-1951,Manufacturer Warehouse Alpha,103.1
SKU-1951,Distributor Depot Beta,76.1
SKU-1952,Manufacturer Warehouse Alpha,195.1
SKU-1952,Distributor Depot Beta,65.1
SKU-1953,Manufacturer Warehouse Alpha,171.5
SKU-1953,Distributor Depot Beta,90.1
SKU-1954,Manufacturer Warehouse Alpha,142.9
SKU-1954,Distributor Depot Beta,29.4
SKU-1955,Manufacturer Warehouse Alpha,150.7
SKU-1955,Distributor Depot Beta,118.7
SKU-1956,Manufacturer Warehouse Alpha,133.9
SKU-1956,Distributor Depot Beta,39.6
SKU-1957,Manufacturer Warehouse Alpha,75.5
SKU-1957,Distributor Depot Beta,28.3
SKU-1958,Manufacturer Warehouse Alpha,181.7
SKU-1958,Distributor Depot Beta,83.6
SKU-1959,Manufacturer Warehouse Alpha,156.5
SKU-1959,Distributor Depot Beta,8.5
SKU-1960,Manufacturer Warehouse Alpha,67.5
SKU-1960,Distributor Depot Beta,119.1
SKU-1961,Manufacturer Warehouse Alpha,124.9
SKU-1961,Distributor Depot Beta,23.7
SKU-1962,Manufacturer Warehouse Alpha,188.9
SKU-1962,Distributor Depot Beta,27.6
SKU-1963,Manufacturer Warehouse Alpha,89.5
SKU-1963,Distributor Depot Beta,17.9
SKU-1964,Manufacturer Warehouse Alpha,115.4
SKU-1964,Distributor Depot Beta,92.6
SKU-1965,Manufacturer Warehouse Alpha,199.2
SKU-1965,Distributor Depot Beta,102.2
SKU-1966,Manufacturer Warehouse Alpha,188.4
SKU-1966,Distributor Depot Beta,69.3
SKU-1967,Manufacturer Warehouse Alpha,58.0
SKU-1967,Distributor Depot Beta,82.2
SKU-1968,Manufacturer Warehouse Alpha,77.5
SKU-1968,Distributor Depot Beta,11.5
SKU-1969,Manufacturer Warehouse Alpha,155.9
SKU-1969,Distributor Depot Beta,7.9
SKU-1970,Manufacturer Warehouse Alpha,184.3
SKU-1970,Distributor Depot Beta,6.0
SKU-1971,Manufacturer Warehouse Alpha,103.5
SKU-1971,Distributor Depot Beta,57.9
SKU-1972,Manufacturer Warehouse Alpha,118.7
SKU-1972,Distributor Depot Beta,113.8
SKU-1973,Manufacturer Warehouse Alpha,180.0
SKU-1973,Distributor Depot Beta,94.0
SKU-1974,Manufacturer Warehouse Alpha,80.6
SKU-1974,Distributor Depot Beta,9.5
SKU-1975,Manufacturer Warehouse Alpha,75.2
SKU-1975,Distributor Depot Beta,70.5
SKU-1976,Manufacturer Warehouse Alpha,134.5
SKU-1976,Distributor Depot Beta,59.1
SKU-1977,Manufacturer Warehouse Alpha,137.5
SKU-1977,Distributor Depot Beta,101.0
SKU-1978,Manufacturer Warehouse Alpha,135.6
SKU-1978,Distributor Depot Beta,28.0
SKU-1979,Manufacturer Warehouse Alpha,86.9
SKU-1979,Distributor Depot Beta,21.9
SKU-1980,Manufacturer Warehouse Alpha,183.1
SKU-1980,Distributor Depot Beta,91.4
SKU-1981,Manufacturer Warehouse Alpha,197.2
SKU-1981,Distributor Depot Beta,95.8
SKU-1982,Manufacturer Warehouse Alpha,138.6
SKU-1982,Distributor Depot Beta,113.5
SKU-1983,Manufacturer Warehouse Alpha,73.1
SKU-1983,Distributor Depot Beta,98.4
SKU-1984,Manufacturer Warehouse Alpha,156.2
SKU-1984,Distributor Depot Beta,16.4
SKU-1985,Manufacturer Warehouse Alpha,193.3
SKU-1985,Distributor Depot Beta,62.6
SKU-1986,Manufacturer Warehouse Alpha,99.4
SKU-1986,Distributor Depot Beta,106.2
SKU-1987,Manufacturer Warehouse Alpha,192.6
SKU-1987,Distributor Depot Beta,28.7
SKU-1988,Manufacturer Warehouse Alpha,200.0
SKU-1988,Distributor Depot Beta,37.2
SKU-1989,Manufacturer Warehouse Alpha,179.5
SKU-1989,Distributor Depot Beta,44.6
SKU-1990,Manufacturer Warehouse Alpha,169.7
SKU-1990,Distributor Depot Beta,34.4
SKU-1991,Manufacturer Warehouse Alpha,192.8
SKU-1991,Distributor Depot Beta,7.3
SKU-1992,Manufacturer Warehouse Alpha,88.3
SKU-1992,Distributor Depot Beta,118.6
SKU-1993,Manufacturer Warehouse Alpha,179.8
SKU-1993,Distributor Depot Beta,80.8
SKU-1994,Manufacturer Warehouse Alpha,81.2
SKU-1994,Distributor Depot Beta,24.5
SKU-1995,Manufacturer Warehouse Alpha,92.7
SKU-1995,Distributor Depot Beta,38.4
SKU-1996,Manufacturer Warehouse Alpha,94.8
SKU-1996,Distributor Depot Beta,23.4
SKU-1997,Manufacturer Warehouse Alpha,188.3
SKU-1997,Distributor Depot Beta,60.0
SKU-1998,Manufacturer Warehouse Alpha,103.9
SKU-1998,Distributor Depot Beta,113.3
SKU-1999,Manufacturer Warehouse Alpha,126.9
SKU-1999,Distributor Depot Beta,16.1
